"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Mar 04 14:25:16 GMT 2024","Mon Mar 04 14:25:22 GMT 2024","6121","practice_pytest_playwright","test_naver","TestNaver","","","test_naver_home_with_fail[chromium]",""
"passed","Mon Mar 04 14:25:13 GMT 2024","Mon Mar 04 14:25:16 GMT 2024","2637","practice_pytest_playwright","test_naver","TestNaver","","","test_naver_home[chromium]",""
