"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 04 14:13:33 GMT 2024","Mon Mar 04 14:13:35 GMT 2024","2280","practice_pytest_playwright","test_naver","TestNaver","","","test_naver_home[chromium]",""
"passed","Mon Mar 04 14:13:36 GMT 2024","Mon Mar 04 14:13:37 GMT 2024","1277","practice_pytest_playwright","test_naver","TestNaver","","","test_naver_home_with_fail[chromium]",""
