"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Mar 18 11:20:03 GMT 2024","Mon Mar 18 11:20:03 GMT 2024","0","practice_pytest_playwright","test_multi_browsing","TestMultiBrowsing","","","test_multi_browsing2[chromium]",""
"broken","Mon Mar 18 11:20:03 GMT 2024","Mon Mar 18 11:20:03 GMT 2024","0","practice_pytest_playwright","test_multi_browsing","TestMultiBrowsing","","","test_multi_browsing[chromium]",""
