"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Mar 04 14:31:47 GMT 2024","Mon Mar 04 14:31:53 GMT 2024","5962","practice_pytest_playwright","test_naver","TestNaver","","","test_naver_home_with_fail[chromium]",""
"passed","Mon Mar 04 14:31:44 GMT 2024","Mon Mar 04 14:31:47 GMT 2024","2629","practice_pytest_playwright","test_naver","TestNaver","","","test_naver_home[chromium]",""
